"country","fulladdress","galleryname","id","openinghours","lat","placeurl","gallery_img","city"
"France","9 Av. Desambrois, 06000 Nice, France","Espace Soardi",3439,"Monday: Closed; Tuesday: 10:00 AM - 6:30 PM; Wednesday: 10:00 AM - 6:30 PM; Thursday: 10:00 AM - 6:30 PM; Friday: 10:00 AM - 6:30 PM; Saturday: 10:00 AM - 6:30 PM; Sunday: Closed",43.70502380000001,"https://www.espacesoardigalerie.com/en?gad_source=1&gclid=CjwKCAjw4_K0BhBsEiwAfVVZ_7Sl3oI4iDB94p1vTQDsq_eFfonV_zJ_Id1melxZPFYY-METoQ4cbxoCpK0QAvD_BwE","s3://artflaneur-assets/gallery_address_photos/2388385efd7b4924bbf5bc9726a25c3f.png","Nice"
"France","Château de Mouans

06370 Mouans-Sartoux","Espace Pour L'Art",3438,"Monday: Closed; Tuesday: Closed; Wednesday: 13:00 - 6:00 PM; Thursday: 13:00 - 6:00 PM; Friday: 13:00 - 6:00 PM; Saturday: 13:00 - 6:00 PM; Sunday: 13:00 - 6:00 PM",43.62124799999999,"https://www.espacedelartconcret.fr/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/a62464b10dea4fdfb7210aa99ddc7777.jpg","Mouans-Sartoux"
"France","Place François Truffaut, 95210 Saint-Gratien, France","Espace Jacques Villeglé",3437,"Monday: Closed; Tuesday: 14:00 - 7:00 PM; Wednesday: 14:00 - 7:00 PM; Thursday: 14:00 - 7:00 PM; Friday: 14:00 - 9:00 PM; Saturday: 10:00 AM - 1:00 PM, 14:00 - 6:00 PM; Sunday: Closed",48.9679244,"https://www.espacejacquesvillegle.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/adef94d2b2f84e6985c2b11fddfc0972.jpg","Saint-Gratien"
"France","Lieu-dit Morta Majo, 20253 Patrimonio, France","Espace Orenga De Gaffory",3436,"Monday: 8:30 AM - 6:00 PM; Tuesday: 8:30 AM - 6:00 PM; Wednesday: 8:30 AM - 6:00 PM; Thursday: 8:30 AM - 6:00 PM; Friday: 8:30 AM - 6:00 PM; Saturday: Closed; Sunday: Closed",42.6948694,"https://www.orengadegaffory.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/c34776d3440842008747ae16b30b5f57.jpg","Patrimonio"
"France","2 Pl. de l'Hôtel de ville, 95300 Pontoise, France","Espace Gingko'Art",3435,"Monday: 15:00 - 7:00 PM; Tuesday: 15:00 - 7:00 PM; Wednesday: 15:00 - 7:00 PM; Thursday: 15:00 - 7:00 PM; Friday: 15:00 - 7:00 PM; Saturday: 15:00 - 7:00 PM; Sunday: 15:00 - 7:00 PM",49.0504315,"https://gingkoart.wordpress.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/4708cc2512014e8383d578849cb87b91.jpg","Pontoise"
"France","Les Roches, 43400 Le Chambon-sur-Lignon, France","Espace D'Art Contemporain Les Roches",3434,"Monday: 15:00 - 7:00 PM; Tuesday: 15:00 - 7:00 PM; Wednesday: 15:00 - 7:00 PM; Thursday: 15:00 - 7:00 PM; Friday: 15:00 - 7:00 PM; Saturday: 15:00 - 7:00 PM; Sunday: 15:00 - 7:00 PM",45.0525876,"http://www.eaclesroches.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/aa293a9181b44940a8ecae538082a433.jpg","Le Chambon-sur-Lignon"
"France","43 rue de Montmorency, 75003 Paris- France","Espace Bertrand Grimont",3433,"Monday: Closed; Tuesday: 11:00 AM - 7:00 PM; Wednesday: 11:00 AM - 7:00 PM; Thursday: 11:00 AM - 7:00 PM; Friday: 11:00 AM - 7:00 PM; Saturday: 11:00 AM - 6:30 PM; Sunday: Closed",48.8633395,"https://espacebertrandgrimont.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/d28c37302d30465da690b417b00b3d99.jpg","Paris"
"France","Pl. des Marseillais, 94220 Charenton-le-Pont, France","Espace Art Et Liberté",3432,"Monday: 13:00 - 6:00 PM; Tuesday: 13:00 - 6:00 PM; Wednesday: 13:00 - 6:00 PM; Thursday: 13:00 - 6:00 PM; Friday: 13:00 - 6:00 PM; Saturday: 13:00 - 6:00 PM; Sunday: Closed",48.82635459999999,"https://www.tourisme-valdemarne.com/patrimoine-culturel/espace-art-et-liberte//","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/b276f347d48447b088d63c605875625e.jpg","Charenton-le-Pont"
"France","5 bis rue des Haudriettes 75003 Paris France","Eric Hussenot",3431,"Monday: Closed; Tuesday: 11:00 AM - 7:00 PM; Wednesday: 11:00 AM - 7:00 PM; Thursday: 11:00 AM - 7:00 PM; Friday: 11:00 AM - 7:00 PM; Saturday: 11:00 AM - 7:00 PM; Sunday: Closed",48.8614478,"https://www.galeriehussenot.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/2039887dc9584b9eaab327ab9b8c2976.jpg","Paris"
"France","61 rue du Faubourg-Poissonnière 75009 Paris","Edouard Montassut",3430,"Monday: Closed; Tuesday: Closed; Wednesday: 11:00 AM - 6:00 PM; Thursday: 11:00 AM - 6:00 PM; Friday: 11:00 AM - 6:00 PM; Saturday: 11:00 AM - 7:00 PM; Sunday: Closed",48.8752442,"https://edouardmontassut.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/2bc285d05986493db23dbd7eb71a953d.jpg","Paris"
"France","12 Rue du Faubourg-de-Pierre, 67000 Strasbourg, France","East Galerie",3429,"Monday: Closed; Tuesday: Closed; Wednesday: 14:00 - 6:00 PM; Thursday: 14:00 - 6:00 PM; Friday: 14:00 - 6:00 PM; Saturday: 14:00 - 6:00 PM; Sunday: Closed",48.5875531,"https://galerieeast.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/e2b2b40b0ca24188a319979fafe0b709.jpg","Strasbourg"
"Switzerland","Pfalzgasse 3, 8001 Zürich, Switzerland","Galerie Am Lindenhof",3428,"by appointment",47.372578,"https://www.galerieamlindenhof.ch/",,"Zürich"
"Germany","Bei der Fruchtschranne 10, 72070 Tübingen, Deutschland","Kunsthaus Kende",3423,"by appointment",48.521835,"https://kunsthaus-kende.de","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/1ca5701a99ba437db88a9e86c296ef98.jpg","Baden-Württemberg"
"Germany","Prinzregentenstraße 71, 81675 Munich","Kunkel Fine Art",3421,"Monday: 9:00 AM - 5:30 PM; Tuesday: 9:00 AM - 5:30 PM; Wednesday: 9:00 AM - 5:30 PM; Thursday: 9:00 AM - 5:30 PM; Friday: 9:00 AM - 5:30 PM; Saturday: Closed; Sunday: Closed",48.1406703,"https://kunkelfineart.de/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/105fe09603974cefbfe75eb5f87c41ec.jpg","Bayern"
"Germany","Linienstraße 130, 10115 Berlin, Germany","Kristin Hjellegjerde Gallery - Berlin",3420,"Monday: Closed; Tuesday: 11:00 AM - 6:00 PM; Wednesday: 11:00 AM - 6:00 PM; Thursday: 11:00 AM - 6:00 PM; Friday: 11:00 AM - 6:00 PM; Saturday: 11:00 AM - 6:00 PM; Sunday: Closed",52.5012542,"https://kristinhjellegjerde.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/5e97337083fb4421ac77df0d99f6d78a.jpg","Berlin"
"Germany","Goltsteinstr. 106, 50968 Köln","Krings-Ernst Galerie",3419,"Monday: Closed; Tuesday: 15:00 - 6:00 PM; Wednesday: 15:00 - 6:00 PM; Thursday: 15:00 - 6:00 PM; Friday: 15:00 - 6:00 PM; Saturday: Closed; Sunday: Closed",50.9083753,"http://www.kegallery.com/","s3://artflaneur-assets/gallery_address_photos/0c4d60b6ea4244d689b5f18fe7b0f86d.jpg","Nordrhein-Westfalen"
"Germany","Knausstraße 19 14193 Berlin (Grunewald) Germany","Köppe Contemporary",3418,"Monday: Closed; Tuesday: 16:00 - 7:00 PM; Wednesday: 16:00 - 7:00 PM; Thursday: 16:00 - 7:00 PM; Friday: 16:00 - 7:00 PM; Saturday: 11:00 AM - 5:00 PM; Sunday: Closed",52.4796796,"https://www.villa-koeppe.de/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/caee101b0e5f468fa374daa64df77297.jpg","Berlin"
"Germany","Platanenstraße 7 40233 Düsseldorf Germany","Konrad Fischer Galerie Düsseldorf",3417,"Monday: Closed; Tuesday: 11:00 AM - 6:00 PM; Wednesday: 11:00 AM - 6:00 PM; Thursday: 11:00 AM - 6:00 PM; Friday: 11:00 AM - 6:00 PM; Saturday: 11:00 AM - 6:00 PM; Sunday: Closed",51.2277503,"https://www.konradfischergalerie.de/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/9d451049ae3647888f2492d85db877ec.jpg","Nordrhein-Westfalen"
"Germany","Kohlfurter Straße 41/43 10999 Berlin","Kraupa-Tuskany Zeidler",3416,"Monday: Closed; Tuesday: 11:00 AM - 6:00 PM; Wednesday: 11:00 AM - 6:00 PM; Thursday: 11:00 AM - 6:00 PM; Friday: 11:00 AM - 6:00 PM; Saturday: 11:00 AM - 6:00 PM; Sunday: Closed",52.496851,"https://www.k-t-z.com/","https://dkhqdirp0wrr3.cloudfront.net/gallery_address_photos/d7219c7b6bf747e9b87bce40903bf760.jpg","Berlin"
"Germany","Torstrasse 154 10115 Berlin Germany","Janinebeangallery",3412,"Monday: Closed; Tuesday: 12:00 - 6:00 PM; Wednesday: 12:00 - 6:00 PM; Thursday: 12:00 - 6:00 PM; Friday: 12:00 - 6:00 PM; Saturday: 12:00 - 6:00 PM; Sunday: Closed",52.5292602,"https://janinebeangallery.com/",,"Berlin"
